Column Names
Z14_T1-Observatory-Entry_Elev_OUTOFELEV
Z14_T1-Observatory-Entry_Elev_INTOFELEV
Z14_T1-Observatory-Entry_Passageway-South_SB
Z14_T1-Observatory-Entry_Passageway-South_NB
Z19_PATHturnstiles-East_ADA240(south)_IN
Z19_PATHturnstiles-East_ADA240(south)_OUT
Z19_PATHturnstiles-East_ADA241(north)_IN
Z19_PATHturnstiles-East_ADA241(north)_OUT
Z19_PATHturnstiles-East_249-255(south)_IN
Z19_PATHturnstiles-East_249-255(south)_OUT
Z19_PATHturnstiles-East_256-261(center)_IN
Z19_PATHturnstiles-East_256-261(center)_OUT
Z19_PATHturnstiles-East_262-267(center)_IN
Z19_PATHturnstiles-East_262-267(center)_OUT
Z19_PATHturnstiles-East_268-274(north)_IN
Z19_PATHturnstiles-East_268-274(north)_OUT
Z20_PATHturnstiles-SE_Passageway-North_NB
Z20_PATHturnstiles-SE_Passageway-North_SB
